[E 260811 09:48:25 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:17 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:22 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:27 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:32 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:37 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:42 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:47 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:51:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:02 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:07 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:12 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:17 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:23 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:28 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:33 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:38 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:43 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:48 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:53 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:52:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
[E 260811 09:53:03 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData. Error: Symbol token not found in scrip master cache for the given exchange. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/order/v1/getLtpData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '02:e1:41:31:6e:57', 'Accept': 'application/json', 'X-PrivateKey': 'TOOPDila', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'tradingsymbol': 'SENSEX2681378100PE', 'symboltoken': '848275'}, Response: {'message': 'Symbol token not found in scrip master cache for the given exchange', 'errorcode': 'AB4046', 'status': False, 'data': None}
